,Dotcount,Commacount,Exclcount,Wordcount,Uppercasecount,Lowercasecount,Specialchar,Numbercount,Charcount,Uniquewords,Apicescount,Quotescount,Openpar,Closepar,Operatorcount,Hashtagcount,Dottycount,Linkcount,14agree-disagree
1645,3,5,0,49,2,267,9,0,277,49,0,0,0,0,0,0,0,0,-1.0
1646,1,1,0,12,1,66,5,3,75,12,1,0,0,0,0,0,0,0,-1.0
1647,3,2,0,35,1,200,16,1,223,35,0,10,0,0,0,0,0,0,-1.0
1648,2,0,0,35,44,118,8,0,181,35,0,0,1,1,0,0,0,0,-1.0
1649,4,1,0,32,0,196,7,0,205,32,1,0,0,0,0,0,1,0,-1.0
1650,2,0,0,30,2,134,2,0,141,30,0,0,0,0,0,0,0,0,1.0
1651,2,0,2,18,3,82,7,0,95,18,1,0,0,0,0,0,0,0,-1.0
1652,10,0,0,35,26,153,15,0,197,35,1,0,1,1,0,0,2,0,
1653,6,0,2,27,1,112,13,2,129,27,0,0,0,0,1,1,1,0,-1.0
1654,2,2,0,42,0,208,7,2,219,42,0,0,0,0,0,0,0,0,0.0
1655,0,1,0,18,0,81,4,0,84,18,1,0,0,0,0,0,0,0,
1656,5,2,0,93,1,487,13,4,511,93,1,0,2,2,1,0,0,0,
1657,7,1,0,33,0,172,9,0,181,33,0,0,0,0,0,0,2,0,
1658,14,7,4,53,14,285,34,2,342,53,1,0,0,0,0,0,3,0,
1659,0,0,0,3,0,19,0,0,19,3,0,0,0,0,0,0,0,0,1.0
1660,0,0,0,26,0,135,0,0,135,26,0,0,0,0,0,0,0,0,-1.0
1661,9,1,7,61,17,373,32,3,427,61,4,0,0,0,1,1,1,0,1.0
1662,0,1,0,8,1,26,4,1,32,8,1,0,0,0,0,0,0,0,1.0
1663,0,0,0,14,0,68,2,0,69,14,0,0,0,0,0,0,0,0,0.0
1664,1,1,0,15,0,65,8,0,74,15,0,0,0,0,5,0,0,0,-1.0
1665,7,5,3,57,9,238,24,3,278,57,6,0,0,0,0,0,1,0,
1666,5,0,0,16,0,78,7,0,86,16,0,0,0,0,0,0,1,0,1.0
1667,1,1,0,7,0,30,4,0,33,7,0,0,0,0,0,0,0,0,-1.0
1668,3,2,1,18,0,86,7,0,95,18,0,0,0,0,0,0,1,0,1.0
1669,0,0,0,13,0,72,2,0,74,13,1,0,0,0,0,0,0,0,1.0
1670,3,0,2,1,0,0,7,0,7,1,0,0,0,0,0,0,1,0,
1671,2,2,0,20,3,98,6,1,112,20,0,0,0,0,0,0,0,0,1.0
1672,0,1,0,24,2,122,5,4,133,24,0,0,0,0,1,0,0,0,
1673,1,1,0,9,4,42,2,0,50,9,0,0,0,0,0,0,0,0,-1.0
1674,8,1,1,58,36,253,14,2,313,58,1,0,0,0,0,0,2,0,-1.0
1675,8,0,2,1,0,0,15,2,17,1,0,0,0,0,1,1,1,0,
1676,3,0,1,5,0,18,5,0,22,5,0,0,0,0,0,0,1,0,
1677,5,2,0,15,0,85,7,2,96,15,0,0,0,0,0,0,1,0,-1.0
1678,10,9,4,47,12,250,27,1,294,47,1,0,0,0,0,0,0,0,
1679,0,1,0,23,1,106,1,1,111,23,0,0,0,0,0,0,0,0,1.0
1680,0,0,0,15,1,69,3,1,76,15,0,0,1,1,0,0,0,0,
1681,0,1,0,10,0,43,5,0,48,10,1,0,0,1,0,0,0,0,1.0
1682,1,1,0,13,0,71,2,0,74,13,0,0,0,0,0,0,0,0,-1.0
1683,6,1,0,35,8,167,8,5,192,35,0,0,0,0,0,0,2,0,-1.0
1684,4,0,0,33,0,175,5,0,184,33,0,0,0,0,0,0,0,0,1.0
1685,1,1,0,51,0,237,13,0,251,51,2,0,1,1,0,0,0,0,-1.0
1686,0,0,2,14,0,81,9,0,90,14,0,0,0,0,3,0,0,0,-1.0
1687,1,0,0,14,1,79,5,2,88,14,0,0,0,0,1,1,0,0,1.0
1688,1,1,0,17,1,81,3,1,88,17,1,0,0,0,0,0,0,0,1.0
1689,2,0,0,34,3,170,15,4,191,34,1,0,0,0,3,2,0,0,0.0
1690,1,2,1,37,0,219,13,0,234,37,2,6,0,0,0,0,0,0,1.0
1691,1,0,0,3,0,13,1,0,15,3,0,0,0,0,0,0,0,0,1.0
1692,2,0,0,10,1,68,9,6,86,10,0,0,0,0,2,2,0,0,1.0
1693,1,1,0,16,0,82,2,0,85,16,0,0,0,0,0,0,0,0,1.0
1694,8,1,0,31,0,155,12,1,166,31,0,0,0,0,0,0,2,0,
1695,0,0,0,4,1,20,8,0,29,4,0,6,0,1,0,0,0,0,1.0
1696,2,1,0,17,0,78,4,0,84,17,1,0,0,0,0,0,0,0,
1697,6,1,1,35,1,169,9,1,186,35,0,0,0,0,0,0,1,0,
1698,2,1,0,21,1,114,10,0,125,21,0,6,0,0,0,0,0,0,1.0
1699,2,1,0,16,0,79,4,0,84,16,0,0,0,0,0,0,0,0,
1700,4,2,0,51,4,257,11,16,291,51,1,0,0,0,0,0,0,0,1.0
1701,0,0,0,17,0,76,1,3,80,17,0,0,0,0,0,0,0,0,-1.0
1702,1,0,1,14,1,59,2,3,69,14,0,0,0,0,0,0,0,0,1.0
1703,2,1,0,25,13,110,4,3,135,25,0,0,0,0,0,0,0,0,-1.0
1704,3,0,0,20,1,90,11,1,105,20,0,6,0,0,0,0,1,0,1.0
1705,3,3,0,54,9,298,9,0,318,54,2,0,0,0,0,0,0,0,1.0
1706,12,2,0,106,68,499,22,3,605,106,0,0,1,2,1,0,2,0,-1.0
1707,0,1,0,17,1,68,15,0,82,17,1,10,0,0,0,0,0,0,
1708,4,6,0,56,0,278,11,0,293,56,0,0,0,0,0,0,0,0,-1.0
1709,0,1,1,18,1,58,2,2,65,18,0,0,0,0,0,0,0,0,1.0
1710,3,3,0,50,10,262,11,2,287,50,0,0,1,1,0,0,0,0,
1711,2,0,0,19,0,70,5,0,75,19,0,0,1,1,0,0,0,0,
1712,13,0,3,7,0,27,16,0,43,7,0,0,0,0,0,0,1,0,1.0
1713,4,0,0,25,1,133,15,0,149,25,1,6,0,0,1,0,0,0,-1.0
1714,0,3,0,25,1,128,12,3,143,25,2,0,0,0,1,1,0,0,-1.0
1715,2,0,0,14,0,75,3,0,78,14,1,0,0,0,0,0,0,0,
1716,2,3,2,33,7,190,10,1,214,33,0,0,1,1,0,0,0,0,-1.0
1717,4,6,1,97,10,529,24,1,574,97,2,0,1,1,3,0,0,0,1.0
1718,3,0,0,33,0,142,7,0,150,33,0,0,0,0,0,0,0,0,-1.0
1719,1,3,0,14,3,77,4,0,86,14,0,0,0,0,0,0,0,0,
1720,0,1,2,26,0,98,4,0,105,26,0,0,0,0,1,0,0,0,-1.0
1721,2,0,2,23,0,97,8,0,104,23,1,0,0,0,0,0,0,0,
1722,0,0,1,1,0,9,1,0,11,1,0,0,0,0,0,0,0,0,
1723,6,0,0,27,0,162,8,0,171,27,1,0,0,0,0,0,1,0,1.0
1724,2,1,3,36,0,199,10,0,213,36,1,0,0,0,0,0,0,0,-1.0
1725,3,0,0,3,0,15,3,1,20,3,0,0,0,0,0,0,1,0,1.0
1726,14,6,0,82,3,483,30,0,519,82,1,0,0,0,3,0,2,0,
1727,6,12,0,105,0,578,24,1,602,105,0,0,0,0,0,0,0,0,
1728,3,1,1,26,1,104,19,0,122,26,1,10,0,0,0,0,1,0,1.0
1729,1,1,0,48,3,232,6,0,246,48,0,0,1,1,0,0,0,0,-1.0
1730,16,2,0,48,33,182,22,18,261,48,0,0,0,0,1,0,5,0,-1.0
1731,4,8,1,65,11,374,17,2,405,65,2,0,0,0,0,0,0,0,-1.0
1732,6,3,2,83,1,428,13,5,454,83,0,0,0,0,0,0,0,0,-1.0
1733,8,2,0,28,0,116,17,6,138,28,0,0,1,1,1,1,1,0,-1.0
1734,0,0,0,10,0,53,0,0,53,10,0,0,0,0,0,0,0,0,-1.0
1735,1,0,0,23,4,107,4,0,118,23,1,0,1,1,0,0,0,0,-1.0
1736,3,0,0,24,0,107,3,0,110,24,0,0,0,0,0,0,1,0,-1.0
1737,1,0,1,16,0,83,4,0,90,16,1,0,0,0,0,0,0,0,1.0
1738,2,0,0,14,0,84,6,0,88,14,1,0,0,0,0,0,0,0,-1.0
1739,1,2,1,29,0,129,5,0,136,29,1,0,0,0,0,0,0,0,-1.0
1740,0,3,0,47,0,248,6,0,254,47,0,0,1,1,0,0,0,0,
1741,1,0,0,16,0,74,1,2,78,16,0,0,0,0,0,0,0,0,0.0
1742,5,3,1,70,15,351,19,3,394,70,1,0,3,2,0,0,0,0,-1.0
1743,0,0,0,6,0,24,1,0,25,6,0,0,0,0,0,0,0,0,0.0
1744,4,1,0,30,2,150,14,4,171,30,1,0,0,0,2,2,1,0,0.0
1745,2,2,0,26,2,140,4,1,152,26,0,0,0,0,0,0,0,0,
1746,3,6,0,48,0,237,14,5,258,48,0,6,0,0,0,0,0,0,
1747,2,1,0,21,0,98,3,4,107,21,0,0,0,0,0,0,0,0,-1.0
1748,1,0,0,21,1,116,5,2,127,21,0,0,0,0,1,1,0,0,1.0
1749,1,0,0,12,1,47,5,3,57,12,0,0,0,0,1,1,0,0,
1750,2,0,0,19,0,98,2,0,102,19,0,0,0,0,0,0,0,0,-1.0
1751,2,0,0,25,1,108,6,1,116,25,1,0,0,0,1,0,0,0,1.0
1752,0,1,1,10,0,46,3,0,50,10,1,0,0,0,0,0,0,0,
1753,0,0,0,26,0,122,4,0,127,26,1,0,0,0,0,0,0,0,-1.0
1754,3,3,0,74,2,394,19,3,424,74,1,0,0,0,4,1,0,0,-1.0
1755,0,3,0,23,8,100,5,1,115,23,1,0,0,0,0,0,0,0,1.0
1756,1,0,0,13,0,61,2,0,63,13,0,0,0,0,0,0,0,0,
1757,3,0,0,15,0,90,5,0,95,15,1,0,0,0,1,0,0,0,0.0
1758,7,0,0,9,0,41,7,0,48,9,0,0,0,0,0,0,1,0,-1.0
1759,0,0,0,2,0,5,2,0,7,2,0,0,0,0,0,0,0,0,
1760,0,1,0,14,0,59,3,0,62,14,1,0,0,0,0,0,0,0,
1761,0,0,0,10,0,56,1,0,56,10,0,0,0,0,0,0,0,0,
1762,0,2,0,17,0,78,4,0,83,17,1,0,0,0,0,0,0,0,0.0
1763,10,0,1,18,0,79,23,2,104,18,3,0,0,2,4,1,2,0,1.0
1764,5,0,0,19,0,94,6,0,102,19,1,0,0,0,0,0,1,0,-1.0
1765,22,6,1,102,31,468,46,31,582,102,1,0,3,3,3,0,6,0,-1.0
1766,0,0,0,15,0,76,1,0,77,15,0,0,0,0,0,0,0,0,
1767,4,4,0,39,3,187,34,21,243,39,0,0,0,0,7,6,0,0,0.0
1768,1,0,0,25,1,108,2,0,114,25,1,0,0,0,0,0,0,0,0.0
1769,35,9,0,37,0,222,47,0,269,37,2,0,0,0,0,0,5,0,
1770,3,2,0,45,3,211,18,4,238,45,1,6,0,0,1,1,0,0,
1771,7,0,0,43,1,212,12,2,227,43,0,0,0,0,1,1,1,0,-1.0
1772,5,3,0,34,0,186,10,0,197,34,2,0,0,0,0,0,1,0,-1.0
1773,3,0,0,5,0,27,4,0,31,5,1,0,0,0,0,0,1,0,-1.0
1774,0,0,0,32,3,179,3,0,186,32,1,0,0,0,1,0,0,0,
1775,6,6,0,63,0,278,20,0,304,63,1,0,1,1,1,0,0,0,0.0
1776,1,0,0,6,0,20,1,0,23,6,0,0,0,0,0,0,0,0,-1.0
1777,5,13,0,82,11,417,35,0,463,82,3,4,0,0,3,0,0,0,
1778,4,2,2,21,4,109,11,0,127,21,1,0,0,0,0,0,1,0,-1.0
1779,6,8,0,66,0,320,18,8,351,66,1,0,0,0,0,0,0,0,
1780,2,0,0,33,2,172,8,1,181,33,2,0,0,0,0,0,0,0,1.0
1781,1,0,0,10,0,54,2,0,57,10,2,0,0,0,0,0,0,0,-1.0
1782,7,0,0,24,0,143,12,0,156,24,1,0,1,1,0,0,1,0,-1.0
1783,4,2,0,73,1,419,14,2,440,73,2,0,1,1,2,1,0,0,
1784,3,5,0,73,5,431,33,6,476,73,5,6,0,0,4,3,0,0,-1.0
1785,6,1,0,11,0,47,9,0,55,11,0,0,0,0,0,0,1,0,
1786,8,8,0,124,10,706,32,1,764,124,6,6,1,1,0,0,0,0,
1787,4,1,2,34,0,175,12,2,187,34,0,0,0,0,1,1,1,0,1.0
1788,0,1,0,12,0,53,6,0,60,12,2,0,0,0,0,0,0,0,
1789,15,10,0,66,2,315,33,2,358,66,2,0,0,0,3,0,2,0,-1.0
1790,3,4,0,34,2,177,17,4,198,34,0,0,1,1,2,0,1,0,
1791,7,2,0,72,2,415,37,16,471,72,1,4,0,0,7,7,1,0,-1.0
1792,0,1,0,35,0,169,2,0,172,35,0,0,0,0,0,0,0,0,1.0
1793,0,1,0,13,0,63,2,0,66,13,0,0,0,0,0,0,0,0,-1.0
1794,1,2,0,16,0,70,4,2,77,16,0,0,0,0,0,0,0,0,
1795,2,1,0,9,0,35,4,0,40,9,0,0,0,0,0,0,0,0,
1796,4,5,0,114,8,655,30,21,719,114,6,0,1,1,4,2,0,0,-1.0
1797,0,1,0,11,0,60,4,0,62,11,0,0,0,0,0,0,0,0,
1798,0,0,2,7,0,42,3,0,47,7,0,0,0,0,0,0,0,0,
1799,0,1,0,9,0,35,2,0,36,9,0,0,0,0,0,0,0,0,1.0
1800,3,4,0,74,0,416,11,1,434,74,5,0,0,0,0,0,0,0,1.0
1801,2,2,1,51,0,255,8,0,265,51,1,0,1,1,0,0,0,0,-1.0
1802,1,0,0,25,0,136,1,0,138,25,0,0,0,0,0,0,0,0,1.0
1803,4,0,0,15,1,70,4,1,79,15,0,0,0,0,0,0,1,0,0.0
1804,4,0,1,14,0,73,5,0,80,14,0,0,0,0,0,0,1,0,1.0
1805,0,0,0,21,0,86,2,4,91,21,0,0,0,0,0,0,0,0,-1.0
1806,12,4,2,69,48,312,29,0,402,69,1,6,1,1,0,0,3,0,-1.0
1807,0,0,0,14,0,59,2,0,61,14,0,0,0,0,0,0,0,0,0.0
1808,5,3,0,62,0,334,19,6,355,62,1,0,0,0,1,1,1,0,-1.0
1809,4,0,0,27,13,148,10,0,170,27,1,0,1,1,0,0,1,0,
1810,0,0,0,10,5,29,1,1,39,10,0,0,0,0,0,0,0,0,1.0
1811,3,0,0,34,0,165,13,1,178,34,2,0,0,0,1,0,1,0,-1.0
1812,3,1,5,9,33,11,10,0,61,9,1,0,0,0,0,0,1,0,1.0
1813,2,0,0,16,0,95,4,0,101,16,1,0,0,0,0,0,0,0,
1814,0,0,0,6,1,12,1,1,16,6,0,0,0,0,0,0,0,0,1.0
1815,6,2,1,53,16,284,12,11,329,53,1,0,0,0,0,0,1,0,-1.0
1816,1,1,0,21,0,116,2,0,120,21,0,0,0,0,0,0,0,0,
1817,0,0,0,18,0,79,2,1,83,18,0,0,0,0,0,0,0,0,0.0
1818,25,0,0,68,4,326,54,6,392,68,4,10,0,0,3,3,8,0,-1.0
1819,5,1,0,14,0,72,6,0,79,14,0,0,0,0,0,0,1,0,1.0
1820,12,0,0,33,2,161,24,2,190,33,0,6,0,0,2,1,4,0,-1.0
1821,3,2,0,19,0,87,7,2,98,19,1,0,0,0,0,0,1,0,-1.0
1822,3,1,1,4,0,17,5,0,24,4,0,0,0,0,0,0,1,0,1.0
1823,5,0,3,86,0,452,15,3,473,86,3,0,0,0,0,0,1,0,
1824,1,1,0,52,4,236,11,6,257,52,1,0,0,0,2,1,0,0,-1.0
1825,0,1,0,17,0,90,1,0,92,17,0,0,0,0,0,0,0,0,
1826,4,3,0,51,3,295,24,16,341,51,3,0,0,0,3,3,0,0,
1827,2,1,3,28,1,121,8,2,133,28,0,0,0,0,0,0,0,0,0.0
1828,16,0,7,33,0,173,27,0,199,33,0,0,0,0,0,0,3,0,-1.0
1829,7,5,0,111,105,573,87,32,817,111,4,12,4,10,13,12,1,0,0.0
1830,5,1,0,22,38,84,8,1,136,22,0,0,0,0,0,0,1,0,-1.0
1831,2,0,0,39,4,204,9,10,229,39,0,0,0,0,1,1,0,0,-1.0
1832,2,0,0,8,0,42,3,0,45,8,0,0,0,0,0,0,0,0,1.0
1833,4,7,0,74,4,384,16,1,410,74,1,0,1,1,0,0,0,0,
1834,4,0,0,39,16,197,6,1,223,39,0,0,0,0,0,0,1,0,1.0
1835,4,3,0,53,1,290,29,20,345,53,3,0,0,0,5,5,0,0,
1836,5,2,0,25,0,114,8,0,124,25,0,0,0,0,0,0,1,0,-1.0
1837,1,1,0,32,0,179,6,0,185,32,1,0,1,1,0,0,0,0,0.0
1838,1,3,1,31,0,161,8,0,172,31,0,0,0,0,0,0,0,0,-1.0
1839,0,0,0,31,7,143,3,0,158,31,0,0,0,0,0,0,0,0,-1.0
1840,4,0,0,25,9,136,16,1,163,25,0,6,1,1,0,0,1,0,-1.0
1841,2,1,0,17,2,97,7,3,109,17,0,0,0,0,1,1,0,0,1.0
1842,2,0,0,19,2,75,7,1,88,19,2,0,0,0,0,0,0,0,-1.0
1843,1,1,0,11,0,47,3,0,50,11,0,0,0,0,0,0,0,0,
1844,5,0,0,21,5,122,8,0,136,21,2,0,0,0,0,0,1,0,
1845,0,1,1,38,6,194,15,3,224,38,1,6,0,0,1,1,0,0,
1846,6,0,1,8,0,45,7,0,55,8,0,0,0,0,0,0,1,0,1.0
1847,0,0,0,14,1,72,7,2,81,14,0,0,0,0,1,1,0,0,
1848,7,3,0,55,35,267,12,0,320,55,0,0,0,0,0,0,2,0,
1849,3,0,0,9,0,40,3,0,43,9,0,0,0,0,0,0,1,0,
1850,7,2,0,39,27,191,12,0,234,39,0,0,1,1,0,0,2,0,
1851,2,0,0,15,8,78,3,0,90,15,0,0,0,0,0,0,0,0,
1852,0,0,0,1,0,10,3,2,15,1,0,0,0,0,1,1,0,0,1.0
1853,0,1,0,27,0,118,5,0,124,27,3,0,0,0,0,0,0,0,-1.0
1854,0,0,0,27,2,135,3,1,145,27,0,0,0,0,0,0,0,0,-1.0
1855,14,3,1,67,42,284,29,6,370,67,2,6,0,0,1,0,3,0,
1856,2,1,0,30,1,143,7,1,154,30,0,0,0,0,0,0,0,0,1.0
1857,0,0,0,12,2,49,4,1,59,12,2,0,0,0,0,0,0,0,
1858,3,2,0,24,0,145,9,0,155,24,1,0,0,0,0,0,0,0,0.0
1859,0,0,0,5,0,32,0,0,33,5,0,0,0,0,0,0,0,0,1.0
1860,10,1,0,49,49,231,15,0,301,49,1,0,0,0,1,0,2,0,
1861,6,3,0,46,0,249,11,4,270,46,2,0,0,0,0,0,1,0,-1.0
1862,3,2,0,77,7,421,12,6,450,77,0,0,0,0,1,1,0,0,
1863,16,3,0,117,60,625,29,0,728,117,2,0,2,2,1,0,3,0,
1864,1,2,0,23,1,116,5,0,123,23,1,0,0,0,0,0,0,0,1.0
1865,0,0,0,14,0,69,2,2,72,14,0,0,0,0,0,0,0,0,
1866,0,1,0,32,0,157,7,4,168,32,1,0,0,0,4,0,0,0,-1.0
1867,1,1,1,21,1,97,5,3,107,21,1,0,0,0,0,0,0,0,1.0
1868,0,0,0,24,0,109,0,1,110,24,0,0,0,0,0,0,0,0,
1869,2,4,0,64,1,375,16,0,393,64,1,6,0,0,0,0,0,0,
1870,2,0,0,18,0,88,3,0,93,18,1,0,0,0,0,0,0,0,-1.0
1871,3,2,0,35,1,164,6,1,171,35,0,0,0,0,0,0,0,0,1.0
1872,12,6,2,97,1,494,31,15,551,97,1,4,0,0,3,0,1,0,-1.0
1873,3,0,0,17,0,90,3,0,96,17,0,0,0,0,0,0,0,0,
1874,1,0,0,9,2,37,1,0,43,9,0,0,0,0,0,0,0,0,
1875,1,0,2,32,0,141,11,2,154,32,0,0,0,0,1,1,0,0,-1.0
1876,3,3,0,58,7,259,17,2,291,58,3,0,4,4,0,0,0,0,
1877,1,1,0,19,0,98,2,0,101,19,0,0,0,0,0,0,0,0,
1878,3,3,0,39,0,187,9,14,212,39,1,0,0,0,0,0,0,0,
1879,2,1,1,21,0,99,8,0,108,21,2,0,0,0,0,0,0,0,1.0
1880,4,2,0,25,0,118,6,2,131,25,0,0,0,0,0,0,0,0,-1.0
1881,4,1,0,6,0,28,7,0,35,6,2,0,0,0,0,0,1,0,
1882,4,2,0,72,0,339,10,10,361,72,1,0,1,1,0,0,0,0,
1883,2,0,0,18,1,85,4,1,93,18,0,0,0,0,0,0,0,0,1.0
1884,9,4,0,122,6,640,32,4,686,122,11,0,1,1,0,0,0,0,1.0
1885,5,0,0,12,1,65,9,0,76,12,1,0,1,1,0,0,1,0,
1886,0,0,0,11,1,43,0,1,47,11,0,0,0,0,0,0,0,0,0.0
1887,10,0,4,36,3,148,15,1,169,36,0,0,0,0,0,0,3,0,1.0
1888,4,0,0,26,1,132,8,2,146,26,1,0,0,0,0,0,1,0,-1.0
1889,4,0,0,37,4,177,7,1,195,37,0,0,1,1,0,0,0,0,-1.0
1890,3,0,2,3,0,16,5,0,22,3,0,0,0,0,0,0,1,0,1.0
1891,2,0,0,9,1,29,3,1,36,9,0,0,0,0,0,0,0,0,1.0
1892,0,2,0,24,0,105,5,0,112,24,2,0,0,0,0,0,0,0,-1.0
1893,5,2,0,73,7,386,17,6,423,73,2,0,0,0,2,1,0,0,
1894,0,3,1,35,1,170,11,5,186,35,0,0,0,0,1,1,0,0,-1.0
1895,0,0,0,14,0,66,0,0,67,14,0,0,0,0,0,0,0,0,1.0
1896,6,0,0,17,0,74,8,6,89,17,0,0,0,0,0,0,2,0,-1.0
1897,0,3,0,51,1,286,12,2,302,51,1,0,1,1,1,1,0,0,0.0
1898,0,2,0,34,0,167,6,0,173,34,1,0,0,0,0,0,0,0,
1899,3,3,0,34,3,159,16,3,182,34,1,6,0,0,1,1,0,0,
1900,1,1,0,10,0,52,2,0,55,10,0,0,0,0,0,0,0,0,
1901,3,2,0,56,1,300,7,1,312,56,0,0,0,0,0,0,0,0,1.0
1902,2,1,1,30,0,148,4,2,157,30,0,0,0,0,0,0,0,0,1.0
1903,2,3,0,27,0,125,6,0,137,27,0,0,0,0,0,0,0,0,1.0
1904,2,2,0,43,0,195,11,4,209,43,0,0,0,0,1,1,0,0,
1905,7,9,0,110,1,664,35,10,706,110,1,0,0,0,4,4,0,0,-1.0
1906,3,3,3,82,2,492,26,2,523,82,1,6,2,2,1,1,0,0,1.0
1907,0,0,0,10,0,49,0,1,51,10,0,0,0,0,0,0,0,0,
1908,0,0,0,20,0,88,8,0,96,20,0,6,0,0,0,0,0,0,-1.0
1909,2,5,0,38,0,191,10,0,202,38,0,0,0,0,0,0,0,0,
1910,2,2,0,22,0,120,10,2,130,22,1,0,0,0,1,1,0,0,1.0
1911,1,0,0,8,0,35,2,0,37,8,0,0,0,0,0,0,0,0,1.0
1912,6,7,0,79,2,423,31,8,462,79,1,0,1,1,4,4,0,0,-1.0
1913,0,0,0,5,0,29,2,0,33,5,1,0,0,0,0,0,0,0,
1914,0,5,0,28,0,142,6,3,151,28,0,0,0,0,1,0,0,0,1.0
1915,0,6,0,21,0,113,8,0,120,21,0,0,0,0,0,0,0,0,1.0
1916,4,0,0,25,0,128,9,0,136,25,0,0,1,1,1,0,1,0,-1.0
1917,0,5,1,31,2,169,18,3,191,31,0,6,0,0,1,1,0,0,
1918,0,0,5,21,1,101,10,1,117,21,1,0,0,0,2,0,0,0,1.0
1919,3,4,0,53,1,310,16,0,331,53,4,0,0,0,1,0,0,0,1.0
1920,3,1,0,36,0,172,12,4,187,36,0,0,0,0,2,2,0,0,-1.0
1921,1,0,0,45,2,218,5,1,230,45,2,0,0,0,0,0,0,0,1.0
1922,4,2,3,63,4,338,18,1,367,63,3,6,0,0,0,0,0,0,
1923,2,5,1,97,51,467,31,8,563,97,6,0,0,0,3,3,0,0,1.0
1924,0,0,0,17,0,78,0,0,78,17,0,0,0,0,0,0,0,0,1.0
1925,2,0,3,24,3,123,9,1,139,24,0,0,0,0,0,0,0,0,-1.0
1926,6,1,0,25,5,109,35,17,166,25,0,10,1,1,5,3,1,0,
1927,0,1,3,10,0,38,6,0,45,10,1,0,0,0,0,0,0,0,1.0
1928,1,3,0,41,0,205,4,1,211,41,0,0,0,0,0,0,0,0,1.0
1929,1,3,0,22,0,93,10,0,109,22,1,0,0,1,1,0,0,0,-1.0
1930,8,0,0,16,71,0,9,0,96,16,1,0,0,0,0,0,1,0,
1931,0,0,1,13,0,57,3,0,60,13,0,0,0,0,0,0,0,0,-1.0
1932,1,0,1,8,1,28,2,1,35,8,0,0,0,0,0,0,0,0,1.0
1933,1,1,0,29,1,165,3,1,171,29,0,0,0,0,0,0,0,0,-1.0
1934,1,1,0,20,0,103,3,0,107,20,1,0,0,0,0,0,0,0,-1.0
1935,6,3,0,60,0,342,13,0,360,60,1,0,0,0,0,0,0,0,-1.0
1936,5,1,0,54,0,258,11,10,282,54,1,0,1,1,2,0,0,0,
1937,3,9,4,36,8,179,26,1,214,36,1,0,3,3,0,0,1,0,
1938,3,0,0,7,0,23,4,0,29,7,0,0,0,0,0,0,1,0,
1939,2,3,0,75,1,407,12,0,422,75,1,6,0,0,0,0,0,0,
1940,1,2,0,15,0,72,3,3,79,15,0,0,0,0,0,0,0,0,-1.0
1941,3,2,1,35,1,202,15,0,221,35,2,6,0,0,0,0,0,0,1.0
1942,2,4,0,41,3,195,21,5,225,41,0,6,0,0,2,2,0,0,
1943,0,1,0,37,0,174,6,0,180,37,2,0,1,1,0,0,0,0,1.0
1944,1,2,1,26,1,131,15,2,148,26,0,6,0,0,1,1,0,0,1.0
1945,4,0,0,24,0,102,4,0,107,24,0,0,0,0,0,0,1,0,-1.0
1946,7,0,0,47,0,228,13,4,245,47,0,0,1,1,0,0,1,0,
1947,2,5,0,38,0,191,10,0,202,38,0,0,0,0,0,0,0,0,
1948,3,0,0,46,2,229,14,0,243,46,2,6,0,0,0,0,0,0,
1949,0,1,0,13,0,50,4,0,53,13,1,0,0,0,0,0,0,0,1.0
1950,5,0,0,13,0,55,5,0,61,13,0,0,0,0,0,0,1,0,
1951,4,1,1,14,0,59,8,0,66,14,0,0,0,0,0,0,1,0,
1952,8,0,0,3,2,12,8,1,24,3,0,0,0,0,0,0,1,0,1.0
1953,0,0,6,2,0,12,6,0,19,2,0,0,0,0,0,0,0,0,1.0
1954,0,0,1,1,0,4,1,0,6,1,0,0,0,0,0,0,0,0,1.0
1955,0,0,3,1,0,4,3,0,8,1,0,0,0,0,0,0,0,0,1.0
1956,0,2,0,15,1,68,6,10,85,15,0,0,0,0,1,1,0,0,
1957,3,0,6,21,2,103,19,4,128,21,0,0,1,1,2,2,1,0,1.0
1958,4,0,0,19,0,99,6,0,105,19,0,0,0,0,0,0,1,0,1.0
1959,2,5,0,58,0,296,12,0,309,58,1,0,0,0,0,0,0,0,
1960,5,8,0,66,6,360,39,8,413,66,0,6,1,1,5,4,0,0,-1.0
1961,10,2,0,22,0,119,18,2,137,22,1,0,0,0,1,1,2,0,-1.0
1962,11,1,0,12,0,60,13,0,72,12,0,0,0,0,0,0,3,0,
1963,1,0,0,8,0,45,2,0,48,8,0,0,0,0,0,0,0,0,-1.0
1964,0,2,2,24,0,116,10,0,126,24,3,0,0,0,0,0,0,0,-1.0
1965,1,2,0,22,0,121,6,0,127,22,2,0,0,0,0,0,0,0,-1.0
1966,3,0,0,14,0,79,4,0,85,14,0,0,0,0,0,0,1,0,-1.0
1967,4,0,0,10,0,47,6,0,56,10,1,0,0,0,0,0,1,0,-1.0
1968,1,1,0,30,0,158,6,0,164,30,2,0,0,0,0,0,0,0,-1.0
1969,4,0,0,28,0,137,8,1,146,28,1,0,0,0,0,0,0,0,
1970,0,0,0,6,0,28,1,0,30,6,0,0,0,0,0,0,0,0,-1.0
1971,2,0,2,12,44,0,7,0,60,12,0,0,0,1,1,0,0,0,-1.0
