Lemma/_writtenForm,Sense/Confidence/_level,Sense/MonolingualExternalRef,Sense/Sentiment/_polarity,Sense/Sentiment/_strength,Sense/Domain,_id,_partOfSpeech
domineer,manual,,negative,strong,,,verb
domineering,manual,,negative,strong,,,adj
domineering,manual,,negative,strong,,,noun
doom,manual,,negative,strong,,,verb
doomsday,manual,,negative,strong,,,adj
doomsday,manual,,negative,strong,,,noun
dope,manual,,negative,average,,,noun
dote,manual,,positive,strong,,,verb
dotingly,manual,,positive,strong,,,other
doubt,manual,,negative,strong,,,noun
doubt,manual,,negative,strong,,,verb
doubtful,manual,,negative,strong,,,adj
doubtfully,manual,,negative,strong,,,other
doubtless,manual,,positive,strong,,,other
doubts,manual,,negative,strong,,,adj
doubts,manual,,negative,strong,,,noun
down,manual,,negative,average,,,noun
downbeat,manual,,negative,strong,,,adj
downcast,manual,,negative,strong,,,adj
downer,manual,,negative,strong,,,noun
downfall,manual,,negative,strong,,,noun
downfallen,manual,,negative,strong,,,noun
downgrade,manual,,negative,average,,,verb
downhearted,manual,,negative,strong,,,adj
downheartedly,manual,,negative,strong,,,other
downright,manual,,neutral,strong,,,other
downside,manual,,negative,strong,,,noun
drab,manual,,negative,strong,,,adj
draconian,manual,,negative,strong,,,adj
draconic,manual,,negative,strong,,,adj
dragon,manual,,negative,strong,,,noun
dragons,manual,,negative,strong,,,adj
dragons,manual,,negative,strong,,,noun
dragoon,manual,,negative,strong,,,verb
drain,manual,,negative,strong,,,adj
drain,manual,,negative,strong,,,noun
drama,manual,,negative,strong,,,adj
drama,manual,,negative,strong,,,noun
dramatic,manual,,neutral,strong,,,adj
dramatically,manual,,neutral,strong,,,other
drastic,manual,,negative,strong,,,adj
drastically,manual,,negative,strong,,,adj
dread,manual,,negative,strong,,,other
dread,manual,,negative,strong,,,verb
dreadful,manual,,negative,strong,,,other
dreadfully,manual,,negative,strong,,,other
dreadfulness,manual,,negative,strong,,,noun
dream,manual,,positive,average,,,adj
dream,manual,,positive,average,,,noun
dream,manual,,positive,strong,,,verb
dreamland,manual,,positive,strong,,,noun
dreams,manual,,positive,average,,,adj
dreams,manual,,positive,average,,,noun
dreamy,manual,,positive,average,,,adj
dreary,manual,,negative,strong,,,adj
drive,manual,,positive,average,,,noun
driven,manual,,positive,average,,,adj
drones,manual,,negative,strong,,,adj
drones,manual,,negative,strong,,,noun
droop,manual,,negative,average,,,verb
drought,manual,,negative,average,,,adj
drought,manual,,negative,average,,,noun
drowning,manual,,negative,average,,,other
drunk,manual,,negative,strong,,,adj
drunkard,manual,,negative,strong,,,noun
drunken,manual,,negative,strong,,,adj
dubious,manual,,negative,strong,,,adj
dubiously,manual,,negative,strong,,,other
dubitable,manual,,negative,strong,,,adj
dud,manual,,negative,average,,,other
dull,manual,,negative,average,,,adj
dullard,manual,,negative,strong,,,noun
dumb,manual,,negative,strong,,,adj
dumb,manual,,negative,strong,,,noun
dumbfound,manual,,negative,strong,,,verb
dumbfounded,manual,,negative,strong,,,adj
dummy,manual,,negative,strong,,,noun
dump,manual,,negative,average,,,noun
dunce,manual,,negative,strong,,,noun
dungeon,manual,,negative,strong,,,noun
dungeons,manual,,negative,strong,,,adj
dungeons,manual,,negative,strong,,,noun
dupe,manual,,negative,strong,,,verb
durable,manual,,positive,average,,,adj
durability,manual,,positive,average,,,noun
dusty,manual,,negative,average,,,adj
duty,manual,,neutral,average,,,noun
dwindle,manual,,negative,average,,,verb
dwindling,manual,,negative,average,,,adj
dynamic,manual,,positive,average,,,adj
dying,manual,,negative,average,,,other
eager,manual,,positive,strong,,,adj
eagerly,manual,,positive,strong,,,other
eagerness,manual,,positive,strong,,,noun
earnest,manual,,positive,strong,,,adj
earnestly,manual,,positive,strong,,,other
earnestness,manual,,positive,strong,,,other
earsplitting,manual,,negative,strong,,,adj
ease,manual,,positive,average,,,noun
ease,manual,,positive,average,,,verb
easier,manual,,positive,average,,,other
easiest,manual,,positive,average,,,other
easily,manual,,positive,average,,,other
easiness,manual,,positive,average,,,other
easy,manual,,positive,average,,,adj
easygoing,manual,,positive,strong,,,adj
ebullience,manual,,positive,strong,,,noun
ebullient,manual,,positive,strong,,,adj
ebulliently,manual,,positive,strong,,,other
eccentric,manual,,negative,average,,,adj
eccentricity,manual,,negative,average,,,noun
eclectic,manual,,positive,strong,,,adj
economical,manual,,positive,average,,,adj
ecstasies,manual,,positive,strong,,,noun
ecstasy,manual,,positive,strong,,,noun
ecstatic,manual,,positive,strong,,,adj
ecstatically,manual,,positive,strong,,,other
edgy,manual,,negative,strong,,,adj
edify,manual,,positive,strong,,,verb
educable,manual,,positive,average,,,adj
educated,manual,,positive,average,,,adj
educational,manual,,positive,average,,,adj
effective,manual,,positive,average,,,adj
effectively,manual,,neutral,average,,,other
effectiveness,manual,,positive,average,,,noun
effectual,manual,,positive,average,,,adj
efficacious,manual,,positive,average,,,adj
efficiency,manual,,positive,average,,,noun
efficient,manual,,positive,average,,,adj
effigy,manual,,negative,strong,,,noun
effortless,manual,,positive,strong,,,adj
effortlessly,manual,,positive,strong,,,other
effrontery,manual,,negative,strong,,,other
effusion,manual,,positive,strong,,,noun
effusive,manual,,positive,strong,,,adj
effusively,manual,,positive,strong,,,other
effusiveness,manual,,positive,strong,,,noun
egalitarian,manual,,positive,average,,,adj
ego,manual,,negative,strong,,,adj
ego,manual,,negative,strong,,,noun
egocentric,manual,,negative,strong,,,adj
egomania,manual,,negative,strong,,,noun
egotism,manual,,negative,strong,,,noun
egotistical,manual,,negative,strong,,,adj
egotistically,manual,,negative,strong,,,other
egregious,manual,,negative,strong,,,adj
egregiously,manual,,negative,strong,,,other
ejaculate,manual,,negative,strong,,,verb
elaborate,manual,,neutral,strong,,,adj
elan,manual,,positive,strong,,,noun
elate,manual,,positive,average,,,verb
elated,manual,,positive,strong,,,adj
elatedly,manual,,positive,strong,,,other
elation,manual,,positive,strong,,,noun
election-rigger,manual,,negative,strong,,,adj
election-rigger,manual,,negative,strong,,,noun
electrification,manual,,positive,strong,,,adj
electrification,manual,,positive,strong,,,noun
electrify,manual,,positive,average,,,verb
elegance,manual,,positive,strong,,,noun
elegant,manual,,positive,strong,,,adj
elegantly,manual,,positive,strong,,,other
elevate,manual,,positive,average,,,verb
elevated,manual,,positive,average,,,adj
eligible,manual,,positive,average,,,adj
eliminate,manual,,negative,average,,,verb
elimination,manual,,negative,average,,,noun
elite,manual,,positive,average,,,other
eloquence,manual,,positive,strong,,,noun
eloquent,manual,,positive,strong,,,adj
eloquently,manual,,positive,strong,,,other
else,manual,,neutral,average,,,other
emaciated,manual,,negative,strong,,,other
emancipate,manual,,positive,average,,,verb
emasculate,manual,,negative,strong,,,verb
embarrass,manual,,negative,strong,,,verb
embarrassing,manual,,negative,strong,,,other
embarrassingly,manual,,negative,strong,,,other
embarrassment,manual,,negative,strong,,,noun
embattled,manual,,negative,average,,,adj
embellish,manual,,positive,strong,,,verb
embodiment,manual,,neutral,strong,,,noun
embolden,manual,,positive,average,,,verb
embrace,manual,,positive,strong,,,verb
embroil,manual,,negative,strong,,,verb
embroiled,manual,,negative,strong,,,adj
embroilment,manual,,negative,strong,,,noun
eminence,manual,,positive,strong,,,noun
eminent,manual,,positive,strong,,,adj
emotion,manual,,neutral,strong,,,adj
emotion,manual,,neutral,strong,,,noun
emotional,manual,,negative,strong,,,adj
emotions,manual,,neutral,average,,,adj
emotions,manual,,neutral,average,,,noun
empathize,manual,,negative,strong,,,verb
empathy,manual,,negative,strong,,,noun
emphasise,manual,,neutral,average,,,adj
emphasise,manual,,neutral,average,,,noun
emphatic,manual,,negative,strong,,,other
emphatically,manual,,negative,strong,,,other
empower,manual,,positive,average,,,verb
empowerment,manual,,positive,average,,,noun
emptiness,manual,,negative,strong,,,adj
emptiness,manual,,negative,strong,,,noun
empty,manual,,negative,average,,,adj
enable,manual,,positive,average,,,verb
enchant,manual,,positive,strong,,,verb
enchanted,manual,,positive,strong,,,other
enchanting,manual,,positive,strong,,,other
enchantingly,manual,,positive,strong,,,other
encourage,manual,,positive,average,,,verb
encouragement,manual,,positive,strong,,,adj
encouragement,manual,,positive,strong,,,noun
encouraging,manual,,positive,strong,,,adj
encouraging,manual,,positive,strong,,,noun
encouragingly,manual,,positive,strong,,,other
encroach,manual,,negative,average,,,verb
encroachment,manual,,negative,average,,,noun
endanger,manual,,negative,strong,,,verb
endear,manual,,positive,strong,,,verb
endearing,manual,,positive,strong,,,adj
endless,manual,,negative,average,,,adj
endorse,manual,,positive,strong,,,verb
endorsement,manual,,positive,strong,,,adj
endorsement,manual,,positive,strong,,,noun
endorser,manual,,positive,strong,,,noun
endurable,manual,,positive,strong,,,adj
endure,manual,,positive,strong,,,verb
enduring,manual,,positive,strong,,,adj
enemies,manual,,negative,average,,,adj
enemies,manual,,negative,average,,,noun
enemy,manual,,negative,average,,,noun
energetic,manual,,positive,average,,,adj
energetic,manual,,positive,average,,,noun
energize,manual,,positive,average,,,verb
enervate,manual,,negative,strong,,,verb
enfeeble,manual,,negative,strong,,,verb
enflame,manual,,negative,strong,,,verb
engage,manual,,neutral,average,,,verb
engaging,manual,,positive,strong,,,adj
engross,manual,,neutral,average,,,verb
engrossing,manual,,positive,strong,,,other
engulf,manual,,negative,average,,,verb
enhance,manual,,positive,average,,,verb
enhanced,manual,,positive,average,,,adj
enhancement,manual,,positive,average,,,noun
enjoin,manual,,negative,strong,,,verb
enjoy,manual,,positive,average,,,verb
enjoyable,manual,,positive,strong,,,adj
enjoyably,manual,,positive,strong,,,other
enjoyment,manual,,positive,strong,,,noun
enlighten,manual,,positive,average,,,verb
enlightenment,manual,,positive,average,,,noun
enliven,manual,,positive,average,,,verb
enmity,manual,,negative,strong,,,noun
ennoble,manual,,positive,strong,,,verb
enormities,manual,,negative,strong,,,noun
enormity,manual,,negative,strong,,,noun
enormous,manual,,negative,strong,,,other
enormously,manual,,negative,strong,,,other
enough,manual,,neutral,average,,,other
enrage,manual,,negative,strong,,,verb
enraged,manual,,negative,strong,,,adj
enrapt,manual,,positive,strong,,,adj
enrapture,manual,,positive,average,,,verb
enraptured,manual,,positive,strong,,,other
enrich,manual,,positive,average,,,verb
enrichment,manual,,positive,average,,,noun
enslave,manual,,negative,strong,,,verb
ensure,manual,,positive,average,,,verb
entangle,manual,,negative,average,,,verb
entanglement,manual,,negative,average,,,noun
enterprising,manual,,positive,average,,,adj
entertain,manual,,positive,average,,,verb
entertaining,manual,,positive,strong,,,adj
enthral,manual,,positive,strong,,,verb
enthrall,manual,,positive,strong,,,verb
enthralled,manual,,positive,strong,,,other
enthuse,manual,,positive,strong,,,verb
enthusiasm,manual,,positive,strong,,,noun
enthusiast,manual,,positive,strong,,,noun
enthusiastic,manual,,positive,strong,,,adj
enthusiastically,manual,,positive,strong,,,other
entice,manual,,positive,strong,,,verb
enticing,manual,,positive,strong,,,other
enticingly,manual,,positive,strong,,,other
entire,manual,,neutral,average,,,other
entirely,manual,,neutral,strong,,,other
entrance,manual,,positive,average,,,verb
entranced,manual,,positive,strong,,,other
entrancing,manual,,positive,strong,,,adj
entrap,manual,,negative,strong,,,verb
entrapment,manual,,negative,strong,,,noun
entreat,manual,,positive,strong,,,verb
entreatingly,manual,,positive,strong,,,other
entrenchment,manual,,neutral,strong,,,adj
entrenchment,manual,,neutral,strong,,,noun
entrust,manual,,positive,average,,,verb
enviable,manual,,positive,strong,,,adj
enviably,manual,,positive,strong,,,other
envious,manual,,negative,strong,,,adj
enviously,manual,,negative,strong,,,other
enviousness,manual,,negative,strong,,,noun
envision,manual,,positive,average,,,verb
envisions,manual,,positive,average,,,adj
envisions,manual,,positive,average,,,noun
envy,manual,,negative,strong,,,noun
envy,manual,,negative,strong,,,verb
epic,manual,,positive,strong,,,adj
epidemic,manual,,negative,average,,,adj
epitome,manual,,positive,strong,,,noun
equality,manual,,positive,average,,,adj
equality,manual,,positive,average,,,noun
equitable,manual,,positive,average,,,adj
equivocal,manual,,negative,strong,,,adj
eradicate,manual,,negative,average,,,verb
erase,manual,,negative,average,,,verb
erode,manual,,negative,average,,,verb
erosion,manual,,negative,average,,,noun
err,manual,,negative,strong,,,verb
errant,manual,,negative,average,,,adj
erratic,manual,,negative,strong,,,adj
erratically,manual,,negative,strong,,,other
erroneous,manual,,negative,strong,,,adj
erroneous,manual,,negative,strong,,,other
erroneously,manual,,negative,strong,,,other
error,manual,,negative,average,,,adj
error,manual,,negative,average,,,noun
erudite,manual,,positive,strong,,,adj
escapade,manual,,negative,average,,,noun
eschew,manual,,negative,strong,,,verb
esoteric,manual,,negative,average,,,adj
essential,manual,,positive,average,,,adj
especially,manual,,positive,strong,,,other
esteem,manual,,positive,strong,,,noun
esteem,manual,,positive,strong,,,verb
estranged,manual,,negative,strong,,,adj
established,manual,,positive,average,,,adj
eternal,manual,,negative,average,,,adj
eternity,manual,,positive,strong,,,adj
eternity,manual,,positive,strong,,,noun
ethical,manual,,positive,strong,,,adj
eulogize,manual,,positive,strong,,,verb
euphoria,manual,,positive,strong,,,noun
euphoric,manual,,positive,strong,,,adj
euphorically,manual,,positive,strong,,,other
evaluate,manual,,neutral,strong,,,verb
evaluation,manual,,neutral,average,,,adj
evaluation,manual,,neutral,average,,,noun
evade,manual,,negative,average,,,verb
evasion,manual,,negative,average,,,noun
evasive,manual,,negative,average,,,adj
even,manual,,positive,average,,,other
evenly,manual,,positive,average,,,other
eventful,manual,,positive,average,,,adj
everlasting,manual,,positive,strong,,,adj
evident,manual,,positive,average,,,other
evidently,manual,,positive,strong,,,other
evil,manual,,negative,strong,,,adj
evil,manual,,negative,strong,,,noun
evildoer,manual,,negative,strong,,,noun
evils,manual,,negative,strong,,,adj
evils,manual,,negative,strong,,,noun
eviscerate,manual,,negative,strong,,,verb
evocative,manual,,positive,strong,,,adj
exacerbate,manual,,negative,strong,,,verb
exact,manual,,neutral,strong,,,adj
exacting,manual,,negative,average,,,adj
exactly,manual,,neutral,strong,,,other
exaggerate,manual,,negative,strong,,,verb
exaggeration,manual,,negative,strong,,,adj
exaggeration,manual,,negative,strong,,,noun
exalt,manual,,positive,strong,,,adj
